測站,農試所(霧峰)    
測站代碼,觀測時間,最高氣溫(℃),最低氣溫(℃),平均相對溼度( %),平均風速(m/s),累計雨量(mm),累積日射量(MJ/m2)
G2F820,1993-01-01,24.3,12.1,85,1.7,0.0,11.20
G2F820,1993-01-02,24.9,14.1,85,2.7,0.0,12.10
G2F820,1993-01-03,25.9,11.1,77,1.6,0.0,12.70
G2F820,1993-01-04,26.1,11.0,79,2.6,0.0,12.20
G2F820,1993-01-05,25.1,11.3,89,2.4,0.0,11.80
G2F820,1993-01-06,26.4,13.5,88,2.1,0.0,12.50
G2F820,1993-01-07,26.2,13.3,88,2.3,0.0,11.30
G2F820,1993-01-08,24.1,13.6,91,1.8,0.0,8.10
G2F820,1993-01-09,26.6,13.1,86,1.9,0.0,10.90
G2F820,1993-01-10,28.5,12.5,82,1.8,0.0,12.50
G2F820,1993-01-11,26.7,13.6,86,2.4,0.0,11.60
G2F820,1993-01-12,25.8,13.2,91,2.0,0.0,10.80
G2F820,1993-01-13,25.6,17.6,92,1.9,0.0,8.40
G2F820,1993-01-14,25.2,15.2,93,2.6,0.5,4.40
G2F820,1993-01-15,17.6,10.5,89,4.4,1.5,4.20
G2F820,1993-01-16,10.9,7.6,89,4.4,5.5,3.90
G2F820,1993-01-17,15.6,8.1,86,2.5,0.0,5.50
G2F820,1993-01-18,13.4,9.6,95,2.8,4.0,3.10
G2F820,1993-01-19,18.5,9.0,90,2.8,0.5,12.50
G2F820,1993-01-20,20.8,8.8,91,2.6,0.0,11.50
G2F820,1993-01-21,19.7,9.3,90,2.9,0.0,10.00
G2F820,1993-01-22,21.1,9.5,91,2.2,0.0,10.60
G2F820,1993-01-23,17.2,12.7,98,2.6,0.5,2.70
G2F820,1993-01-24,13.7,10.4,95,3.8,1.5,3.10
G2F820,1993-01-25,14.5,7.2,88,3.6,0.0,6.60
G2F820,1993-01-26,20.8,6.6,80,2.3,0.0,12.30
G2F820,1993-01-27,18.1,6.3,63,5.7,0.0,12.10
G2F820,1993-01-28,17.1,4.3,69,3.1,0.0,14.20
G2F820,1993-01-29,19.8,5.0,81,2.0,0.0,13.20
G2F820,1993-01-30,20.6,5.9,75,2.5,0.0,14.70
G2F820,1993-01-31,21.9,4.5,76,1.9,0.0,14.40
G2F820,1993-02-01,21.8,5.2,77,2.5,0.0,14.20
G2F820,1993-02-02,21.8,6.8,79,1.8,0.0,12.19
G2F820,1993-02-03,22.9,9.9,83,2.1,0.0,13.60
G2F820,1993-02-04,24.1,8.1,80,1.9,0.0,14.10
G2F820,1993-02-05,25.4,9.2,83,1.8,0.0,14.40
G2F820,1993-02-06,25.3,10.6,79,1.7,0.0,13.70
G2F820,1993-02-07,25.9,14.0,86,2.6,0.5,9.30
G2F820,1993-02-08,24.4,12.9,84,2.1,0.0,10.80
G2F820,1993-02-09,22.0,14.9,88,3.1,0.0,8.40
G2F820,1993-02-10,23.4,12.3,86,2.5,0.0,14.30
G2F820,1993-02-11,25.5,11.1,77,3.2,0.0,14.80
G2F820,1993-02-12,24.1,10.8,77,2.6,0.0,13.60
G2F820,1993-02-13,24.6,12.4,83,2.2,0.0,12.70
G2F820,1993-02-14,26.2,13.1,80,2.1,0.0,13.00
G2F820,1993-02-15,24.4,15.5,86,1.7,0.0,7.20
G2F820,1993-02-16,25.4,16.4,89,2.2,0.0,9.90
G2F820,1993-02-17,27.2,13.4,81,2.5,0.0,15.90
G2F820,1993-02-18,27.8,13.2,83,2.5,0.0,15.10
G2F820,1993-02-19,27.0,16.8,88,2.7,0.0,13.60
G2F820,1993-02-20,26.7,16.9,90,2.5,0.0,12.70
G2F820,1993-02-21,30.8,18.9,86,3.0,0.0,15.00
G2F820,1993-02-22,25.9,14.0,83,4.3,0.0,12.10
G2F820,1993-02-23,15.0,12.3,86,2.5,0.0,1.10
G2F820,1993-02-24,19.3,11.9,84,2.6,0.0,6.70
G2F820,1993-02-25,20.3,14.1,87,2.7,0.0,9.40
G2F820,1993-02-26,23.0,14.5,92,2.7,0.5,8.40
G2F820,1993-02-27,28.5,14.6,87,2.7,0.0,15.70
G2F820,1993-02-28,22.9,14.8,89,3.5,0.0,11.87
G2F820,1993-03-01,18.1,12.5,88,4.1,0.5,5.20
G2F820,1993-03-02,19.9,12.4,81,1.8,0.0,5.00
G2F820,1993-03-03,20.2,13.9,91,2.5,0.5,5.60
G2F820,1993-03-04,22.6,14.6,88,2.3,2.5,13.40
G2F820,1993-03-05,24.8,14.1,84,2.5,0.0,13.40
G2F820,1993-03-06,27.2,14.2,84,2.3,0.0,15.70
G2F820,1993-03-07,27.5,15.3,85,2.6,0.0,16.80
G2F820,1993-03-08,25.0,13.6,86,2.4,0.0,8.60
G2F820,1993-03-09,18.8,15.9,93,2.1,0.0,2.10
G2F820,1993-03-10,23.5,16.0,82,3.0,0.0,11.80
G2F820,1993-03-11,26.8,14.7,80,2.0,0.0,10.80
G2F820,1993-03-12,25.9,13.1,76,2.9,0.0,17.80
G2F820,1993-03-13,24.9,12.7,77,2.1,0.0,14.30
G2F820,1993-03-14,26.1,16.6,79,2.5,0.5,5.00
G2F820,1993-03-15,28.0,18.2,82,2.9,23.5,9.70
G2F820,1993-03-16,21.0,18.0,97,2.7,29.5,2.80
G2F820,1993-03-17,19.7,15.6,94,3.0,23.5,4.30
G2F820,1993-03-18,16.0,12.3,98,2.9,33.5,1.80
G2F820,1993-03-19,15.9,12.4,95,2.6,2.0,3.30
G2F820,1993-03-20,19.7,13.4,91,2.4,0.0,6.30
G2F820,1993-03-21,25.8,14.5,89,2.5,0.0,14.30
G2F820,1993-03-22,27.2,16.6,90,2.3,0.0,14.30
G2F820,1993-03-23,28.4,16.9,84,1.9,0.0,15.60
G2F820,1993-03-24,31.3,19.9,81,3.1,0.0,18.10
G2F820,1993-03-25,29.3,20.3,80,3.6,0.0,14.90
G2F820,1993-03-26,30.9,19.9,77,3.5,0.0,18.40
G2F820,1993-03-27,29.6,19.8,81,3.3,0.0,17.80
G2F820,1993-03-28,29.3,17.5,82,4.1,0.0,16.10
