測站,農試所(霧峰)    
測站代碼,觀測時間,最高氣溫(℃),最低氣溫(℃),平均相對溼度( %),平均風速(m/s),累計雨量(mm),累積日射量(MJ/m2)
G2F820,2001-01-01,22.4,9.1,77,1.0,0.0,10.65
G2F820,2001-01-02,24.4,10.7,79,1.0,0.0,11.27
G2F820,2001-01-03,24.4,10.3,84,1.2,0.0,10.75
G2F820,2001-01-04,25.6,11.2,84,0.9,0.0,10.91
G2F820,2001-01-05,23.6,13.9,89,0.8,0.0,5.22
G2F820,2001-01-06,24.0,15.0,92,1.2,0.0,6.86
G2F820,2001-01-07,26.8,16.0,88,1.6,0.0,9.40
G2F820,2001-01-08,26.9,15.7,86,0.7,0.0,7.28
G2F820,2001-01-09,26.1,15.7,86,1.6,0.0,10.63
G2F820,2001-01-10,23.0,13.3,85,1.6,0.0,7.51
G2F820,2001-01-11,24.1,13.7,89,1.8,0.0,8.33
G2F820,2001-01-12,24.2,12.2,88,1.1,0.0,9.66
G2F820,2001-01-13,21.8,11.7,85,2.7,0.0,10.59
G2F820,2001-01-14,22.0,11.2,71,0.2,0.0,7.97
G2F820,2001-01-15,19.2,11.9,68,0.1,0.0,7.74
G2F820,2001-01-16,19.9,10.5,72,,0.0,6.14
G2F820,2001-01-17,23.6,9.9,83,0.0,0.0,10.62
G2F820,2001-01-18,24.3,10.4,82,0.0,0.0,10.96
G2F820,2001-01-19,27.5,10.8,87,0.1,0.0,11.38
G2F820,2001-01-20,28.3,12.0,73,0.1,0.0,11.77
G2F820,2001-01-21,26.8,10.9,84,,0.0,9.37
G2F820,2001-01-22,24.4,13.8,86,0.0,0.0,6.38
G2F820,2001-01-23,27.2,15.6,88,0.0,0.0,10.49
G2F820,2001-01-24,29.8,16.9,87,0.0,0.0,9.41
G2F820,2001-01-25,26.3,19.4,93,0.0,6.0,3.20
G2F820,2001-01-26,21.1,13.4,99,0.1,39.5,1.34
G2F820,2001-01-27,16.6,12.5,92,,0.5,2.49
G2F820,2001-01-28,15.6,12.6,99,0.0,15.5,2.19
G2F820,2001-01-29,18.4,10.7,93,0.0,4.0,7.27
G2F820,2001-01-30,22.0,12.6,93,0.0,0.0,9.15
G2F820,2001-01-31,23.8,12.5,92,0.0,0.0,11.91
G2F820,2001-02-01,23.0,11.7,83,0.1,0.0,12.27
G2F820,2001-02-02,15.0,13.3,97,,3.0,0.96
G2F820,2001-02-03,22.4,14.3,95,0.0,0.0,6.03
G2F820,2001-02-04,24.2,15.5,93,0.0,0.0,10.10
G2F820,2001-02-05,27.3,15.6,89,,0.0,11.66
G2F820,2001-02-06,27.4,16.9,88,0.0,0.0,10.43
G2F820,2001-02-07,25.5,15.5,89,0.1,0.0,11.49
G2F820,2001-02-08,23.4,14.6,78,0.0,0.0,11.34
G2F820,2001-02-09,23.0,14.6,86,,0.0,8.16
G2F820,2001-02-10,22.2,14.5,85,0.0,0.0,9.27
G2F820,2001-02-11,26.8,14.4,89,,0.0,12.24
