測站,農試所(霧峰)    
測站代碼,觀測時間,最高氣溫(℃),最低氣溫(℃),平均相對溼度( %),平均風速(m/s),累計雨量(mm),累積日射量(MJ/m2)
G2F820,1997-01-01,26.8,13.3,74,2.2,1.0,10.49
G2F820,1997-01-02,24.5,11.3,79,1.8,0.0,10.03
G2F820,1997-01-03,24.7,11.2,80,2.0,0.0,6.97
G2F820,1997-01-04,18.5,14.7,94,1.9,4.0,3.00
G2F820,1997-01-05,20.2,13.3,79,3.6,0.0,5.30
G2F820,1997-01-06,22.1,11.7,70,1.8,0.0,10.16
G2F820,1997-01-07,18.7,13.3,83,2.0,1.0,4.38
G2F820,1997-01-08,15.4,10.3,81,3.8,2.0,4.73
G2F820,1997-01-09,20.1,10.2,79,2.3,0.0,8.58
G2F820,1997-01-10,19.0,9.4,77,3.2,0.0,7.25
G2F820,1997-01-11,20.6,6.5,65,2.7,0.0,12.32
G2F820,1997-01-12,22.2,4.2,73,1.2,0.0,11.57
G2F820,1997-01-13,23.3,8.6,72,1.4,0.0,9.63
G2F820,1997-01-14,23.0,9.6,77,2.0,0.0,7.90
G2F820,1997-01-15,21.9,13.6,86,1.8,0.0,5.06
G2F820,1997-01-16,24.6,14.8,84,2.1,0.0,11.52
G2F820,1997-01-17,26.3,14.3,83,1.6,0.0,10.25
G2F820,1997-01-18,25.7,12.9,85,2.1,0.0,9.73
G2F820,1997-01-19,23.1,15.4,87,1.8,0.0,7.10
G2F820,1997-01-20,22.9,16.6,90,1.7,0.0,4.92
G2F820,1997-01-21,25.2,12.6,84,2.4,0.0,9.96
G2F820,1997-01-22,23.2,11.0,79,1.4,0.0,10.61
G2F820,1997-01-23,24.3,13.9,78,1.8,0.0,8.11
G2F820,1997-01-24,18.6,10.8,84,6.0,12.5,8.97
G2F820,1997-01-25,21.9,10.1,77,2.5,0.0,7.91
G2F820,1997-01-26,22.4,12.8,79,2.4,0.0,10.29
G2F820,1997-01-27,25.4,11.3,77,1.7,0.0,10.14
G2F820,1997-01-28,26.9,10.4,70,1.4,0.0,10.83
G2F820,1997-01-29,27.1,13.1,68,1.6,0.0,11.81
G2F820,1997-01-30,28.5,11.5,71,1.4,0.0,10.74
G2F820,1997-01-31,26.8,15.7,73,2.4,0.0,11.87
G2F820,1997-02-01,29.2,14.1,78,1.8,1.5,8.50
G2F820,1997-02-02,26.7,15.7,88,3.0,2.5,7.27
G2F820,1997-02-03,17.2,14.3,97,2.5,15.0,2.18
G2F820,1997-02-04,21.2,14.0,95,3.1,15.0,5.77
G2F820,1997-02-05,21.3,15.1,90,2.5,0.0,9.19
G2F820,1997-02-06,18.7,14.9,92,2.4,0.0,3.32
G2F820,1997-02-07,17.1,14.8,100,1.6,9.0,1.35
G2F820,1997-02-08,16.9,15.0,99,2.0,6.0,1.65
G2F820,1997-02-09,18.9,14.5,94,2.0,0.5,4.30
G2F820,1997-02-10,20.2,13.5,90,2.6,0.0,7.49
G2F820,1997-02-11,18.4,12.1,78,3.4,0.0,6.08
G2F820,1997-02-12,15.7,12.2,77,1.9,0.0,3.18
G2F820,1997-02-13,19.0,12.3,82,2.1,0.0,7.70
G2F820,1997-02-14,21.9,13.0,83,2.0,0.0,10.00
G2F820,1997-02-15,20.4,14.5,93,2.6,8.0,6.48
G2F820,1997-02-16,19.4,12.2,86,2.7,9.0,7.41
G2F820,1997-02-17,15.3,12.5,83,2.3,0.0,3.19
G2F820,1997-02-18,17.1,10.6,83,2.5,4.5,5.82
G2F820,1997-02-19,21.0,11.9,77,0.9,0.0,7.58
G2F820,1997-02-20,21.8,12.8,86,1.7,0.0,9.54
G2F820,1997-02-21,24.2,12.4,85,2.1,0.0,12.47
G2F820,1997-02-22,24.1,12.8,84,2.0,0.0,12.49
G2F820,1997-02-23,24.7,12.4,85,1.6,0.0,13.08
G2F820,1997-02-24,23.6,14.0,88,1.4,0.0,11.78
G2F820,1997-02-25,25.3,13.8,87,1.8,0.0,13.60
G2F820,1997-02-26,26.3,14.0,84,2.0,0.0,14.13
G2F820,1997-02-27,25.8,14.4,87,1.9,0.0,12.96
G2F820,1997-02-28,25.7,17.1,84,1.8,0.0,12.14
G2F820,1997-03-01,24.9,15.4,86,2.0,0.0,10.14
G2F820,1997-03-02,20.9,13.2,84,4.4,0.0,9.13
G2F820,1997-03-03,23.3,11.8,74,2.5,0.0,14.31
G2F820,1997-03-04,24.5,13.8,77,1.7,0.0,13.24
G2F820,1997-03-05,25.3,14.4,79,1.4,0.0,13.19
G2F820,1997-03-06,25.9,14.4,72,1.6,0.5,8.66
G2F820,1997-03-07,26.9,14.5,73,1.6,0.0,11.77
G2F820,1997-03-08,23.9,14.3,83,2.0,0.0,12.09
G2F820,1997-03-09,26.7,16.3,79,2.1,0.0,14.27
G2F820,1997-03-10,26.5,15.0,78,2.1,0.0,15.16
G2F820,1997-03-11,27.1,16.2,78,1.4,0.0,13.32
G2F820,1997-03-12,27.2,17.6,80,1.5,0.0,11.97
G2F820,1997-03-13,28.2,20.5,76,2.0,0.0,13.02
G2F820,1997-03-14,29.4,19.0,73,3.5,0.0,14.18
G2F820,1997-03-15,27.0,21.2,81,2.3,0.0,10.63
G2F820,1997-03-16,25.1,18.0,79,3.0,0.0,9.31
G2F820,1997-03-17,20.9,16.4,84,2.4,0.0,5.94
G2F820,1997-03-18,27.2,16.7,81,1.9,0.0,14.09
G2F820,1997-03-19,25.4,19.8,83,2.1,1.0,7.15
G2F820,1997-03-20,26.8,17.9,82,2.4,0.5,13.00
G2F820,1997-03-21,25.4,16.1,89,2.9,92.5,7.70
G2F820,1997-03-22,22.0,17.2,96,2.9,79.5,1.50
G2F820,1997-03-23,17.7,14.9,91,2.2,24.5,2.17
G2F820,1997-03-24,20.1,14.7,82,1.4,0.5,6.15
G2F820,1997-03-25,25.8,15.9,85,1.6,0.5,11.24
G2F820,1997-03-26,26.7,17.0,84,2.2,0.0,13.24
G2F820,1997-03-27,27.0,16.6,82,1.9,0.0,14.56
G2F820,1997-03-28,27.3,18.1,84,2.2,0.0,13.47
G2F820,1997-03-29,25.4,18.0,85,2.2,14.5,5.97
G2F820,1997-03-30,28.1,16.3,79,1.9,0.0,18.03
