測站,農試所(霧峰)    
測站代碼,觀測時間,最高氣溫(℃),最低氣溫(℃),平均相對溼度( %),平均風速(m/s),累計雨量(mm),累積日射量(MJ/m2)
G2F820,2002-01-01,24.0,10.0,80,2.0,0.0,10.50
G2F820,2002-01-02,21.8,7.6,69,2.8,0.0,10.51
G2F820,2002-01-03,21.9,5.4,71,1.7,0.0,10.67
G2F820,2002-01-04,22.1,6.7,75,1.4,0.0,10.30
G2F820,2002-01-05,24.3,7.1,69,1.8,0.0,11.26
G2F820,2002-01-06,23.9,5.9,68,1.4,0.0,10.67
G2F820,2002-01-07,23.9,9.9,72,2.7,0.0,9.27
G2F820,2002-01-08,23.7,7.9,79,2.1,0.0,9.73
G2F820,2002-01-09,24.0,7.8,80,1.8,0.0,9.95
G2F820,2002-01-10,24.2,10.6,73,2.0,0.0,10.47
G2F820,2002-01-11,25.0,10.5,81,2.4,0.0,10.45
G2F820,2002-01-12,25.7,11.8,80,1.9,0.0,9.97
G2F820,2002-01-13,27.5,14.1,83,2.0,0.0,10.55
G2F820,2002-01-14,26.8,14.6,89,1.8,0.0,7.44
G2F820,2002-01-15,30.8,17.6,90,2.0,7.5,7.11
G2F820,2002-01-16,29.1,20.1,93,2.6,0.0,7.40
G2F820,2002-01-17,25.5,19.3,89,1.9,0.0,6.55
G2F820,2002-01-18,28.0,16.9,90,2.3,0.5,8.00
G2F820,2002-01-19,24.3,15.4,83,2.4,0.0,10.06
G2F820,2002-01-20,24.1,13.7,83,2.9,0.0,10.05
G2F820,2002-01-21,18.9,12.9,69,4.1,0.0,6.64
G2F820,2002-01-22,18.2,10.9,65,2.2,0.0,6.96
G2F820,2002-01-23,20.0,10.3,75,1.9,0.0,6.67
G2F820,2002-01-24,23.7,10.6,81,2.3,0.0,9.82
G2F820,2002-01-25,25.9,12.5,84,2.2,0.0,10.31
G2F820,2002-01-26,21.1,13.9,92,2.5,1.5,4.28
G2F820,2002-01-27,14.3,12.5,97,2.3,11.5,1.62
G2F820,2002-01-28,18.0,12.8,93,2.5,3.5,5.15
G2F820,2002-01-29,18.4,12.1,83,2.7,0.0,7.37
G2F820,2002-01-30,21.3,12.1,82,2.1,0.0,9.55
G2F820,2002-01-31,23.6,10.6,82,2.1,0.0,10.31
G2F820,2002-02-01,22.3,12.9,85,3.2,0.0,9.63
G2F820,2002-02-02,15.5,10.6,91,3.0,1.5,2.84
G2F820,2002-02-03,22.6,10.7,78,1.9,0.0,11.91
G2F820,2002-02-04,24.7,13.0,82,2.0,0.0,10.63
G2F820,2002-02-05,21.7,14.9,90,2.7,0.0,5.05
G2F820,2002-02-06,22.0,14.2,84,2.0,0.0,7.29
G2F820,2002-02-07,25.0,13.5,85,2.1,0.0,9.88
G2F820,2002-02-08,24.3,16.7,86,2.0,0.0,7.30
G2F820,2002-02-09,25.4,14.7,82,2.1,0.0,9.47
G2F820,2002-02-10,20.5,15.1,81,3.8,0.0,7.46
G2F820,2002-02-11,22.0,13.4,67,2.2,0.0,9.55
G2F820,2002-02-12,22.9,13.6,77,1.7,0.0,10.44
G2F820,2002-02-13,25.3,12.4,81,2.0,0.0,11.76
G2F820,2002-02-14,25.1,13.7,86,2.4,0.0,13.39
G2F820,2002-02-15,24.2,16.3,86,2.6,0.0,11.16
G2F820,2002-02-16,24.9,15.6,87,2.0,0.0,12.63
G2F820,2002-02-17,27.3,15.9,78,2.4,0.0,13.84
G2F820,2002-02-18,26.3,15.4,75,1.9,0.0,10.61
G2F820,2002-02-19,24.7,14.7,75,3.0,0.0,10.48
G2F820,2002-02-20,23.6,13.7,79,1.7,0.0,7.84
G2F820,2002-02-21,24.0,15.0,87,1.8,0.0,9.26
G2F820,2002-02-22,26.4,13.9,82,2.4,0.0,13.21
G2F820,2002-02-23,26.5,15.4,83,2.5,0.0,12.85
G2F820,2002-02-24,23.7,15.1,82,3.1,0.0,13.27
G2F820,2002-02-25,25.4,13.7,84,1.8,0.0,13.27
G2F820,2002-02-26,26.8,14.7,81,2.3,0.0,13.80
G2F820,2002-02-27,27.0,15.4,79,1.7,0.0,13.11
G2F820,2002-02-28,28.1,15.2,82,2.1,0.0,13.08
G2F820,2002-03-01,26.0,18.2,90,2.1,0.0,9.28
G2F820,2002-03-02,27.2,16.1,85,2.1,0.0,13.04
G2F820,2002-03-03,28.8,16.4,82,2.2,0.0,13.37
G2F820,2002-03-04,27.7,17.8,87,2.4,0.0,12.33
G2F820,2002-03-05,27.7,19.4,80,2.9,0.0,10.45
G2F820,2002-03-06,20.5,14.3,70,4.4,0.0,6.96
G2F820,2002-03-07,25.3,12.5,58,2.1,0.0,14.57
G2F820,2002-03-08,25.8,12.7,61,2.2,0.0,15.09
G2F820,2002-03-09,26.5,15.1,65,2.8,0.0,14.10
G2F820,2002-03-10,26.6,15.0,75,2.0,0.0,13.38
G2F820,2002-03-11,26.9,15.2,71,2.1,0.0,14.60
G2F820,2002-03-12,28.4,15.7,68,2.6,0.0,15.12
G2F820,2002-03-13,28.4,16.4,70,2.3,0.0,13.22
G2F820,2002-03-14,29.4,18.6,79,2.6,0.0,9.68
G2F820,2002-03-15,25.4,21.4,88,2.0,3.5,3.82
G2F820,2002-03-16,22.8,19.6,89,2.3,0.0,3.95
G2F820,2002-03-17,26.6,18.6,88,2.6,0.0,5.39
G2F820,2002-03-18,27.8,18.1,77,1.9,0.0,10.30
G2F820,2002-03-19,28.2,19.0,73,2.8,0.0,12.86
G2F820,2002-03-20,29.2,17.4,74,1.8,0.0,12.51
G2F820,2002-03-21,30.3,18.9,78,1.8,0.0,12.98
