測站,農試所(霧峰)    
測站代碼,觀測時間,最高氣溫(℃),最低氣溫(℃),平均相對溼度( %),平均風速(m/s),累計雨量(mm),累積日射量(MJ/m2)
G2F820,2006-01-01,26.5,15.7,80,2.4,0.0,11.06
G2F820,2006-01-02,23.5,15.0,76,2.0,0.0,7.62
G2F820,2006-01-03,24.5,14.0,77,1.9,0.0,9.44
G2F820,2006-01-04,27.2,12.0,75,1.6,0.0,10.57
G2F820,2006-01-05,21.7,13.7,74,4.0,0.0,10.04
G2F820,2006-01-06,14.3,9.4,78,4.5,0.0,1.23
G2F820,2006-01-07,12.3,9.2,71,3.5,0.0,2.73
G2F820,2006-01-08,18.2,10.2,73,1.7,0.0,5.54
G2F820,2006-01-09,22.4,12.3,75,2.1,0.0,10.16
G2F820,2006-01-10,22.0,13.2,77,1.5,0.0,5.99
G2F820,2006-01-11,25.5,11.6,80,1.5,0.0,9.67
G2F820,2006-01-12,27.0,13.8,73,1.6,0.0,8.33
G2F820,2006-01-13,27.4,14.3,74,1.9,0.0,11.04
G2F820,2006-01-14,27.5,13.4,73,1.5,0.0,10.48
G2F820,2006-01-15,27.8,15.6,75,2.1,0.0,10.64
G2F820,2006-01-16,28.9,17.9,80,2.2,0.0,10.24
G2F820,2006-01-17,27.9,16.0,80,1.8,0.0,10.54
G2F820,2006-01-18,26.4,17.1,85,2.0,0.0,9.64
G2F820,2006-01-19,30.3,17.5,83,1.8,0.0,9.55
G2F820,2006-01-20,23.4,16.3,83,2.6,0.0,5.82
G2F820,2006-01-21,18.3,15.2,82,3.2,0.0,2.58
G2F820,2006-01-22,15.2,13.0,91,2.6,6.5,1.26
G2F820,2006-01-23,20.9,12.9,77,2.6,0.5,7.82
G2F820,2006-01-24,21.6,14.0,76,2.1,0.0,5.96
G2F820,2006-01-25,22.5,13.7,80,3.0,0.0,10.31
G2F820,2006-01-26,22.1,13.2,75,3.5,0.0,10.41
G2F820,2006-01-27,23.0,11.8,77,2.0,0.0,8.78
G2F820,2006-01-28,22.3,14.9,85,2.0,4.5,5.16
G2F820,2006-01-29,23.4,15.7,90,2.5,7.0,7.34
G2F820,2006-01-30,24.5,16.2,88,1.9,0.0,10.81
G2F820,2006-01-31,26.2,15.6,86,2.6,0.0,11.67
G2F820,2006-02-01,25.6,15.2,75,2.8,0.0,11.99
G2F820,2006-02-02,26.9,13.7,77,2.3,0.0,11.61
G2F820,2006-02-03,23.7,13.6,79,3.2,0.0,11.46
G2F820,2006-02-04,20.9,13.9,67,3.9,0.0,11.34
G2F820,2006-02-05,23.0,11.6,77,2.6,0.0,10.17
G2F820,2006-02-06,24.6,12.7,75,2.3,0.0,11.12
G2F820,2006-02-07,24.9,12.6,73,2.5,0.0,12.27
G2F820,2006-02-08,24.8,12.3,65,2.6,0.0,10.56
G2F820,2006-02-09,22.0,11.4,70,3.0,0.0,11.43
G2F820,2006-02-10,21.5,11.4,79,2.0,0.0,11.08
G2F820,2006-02-11,24.9,12.1,76,2.0,0.0,12.29
G2F820,2006-02-12,24.9,12.2,71,2.1,0.0,9.27
G2F820,2006-02-13,22.3,16.8,77,2.0,0.0,5.68
G2F820,2006-02-14,29.3,15.6,73,2.0,0.0,6.77
G2F820,2006-02-15,27.0,18.4,81,2.0,1.0,5.27
G2F820,2006-02-16,31.0,16.0,78,3.6,0.0,11.62
G2F820,2006-02-17,21.2,14.8,73,4.2,0.0,10.95
G2F820,2006-02-18,18.0,15.2,83,2.5,0.0,2.12
G2F820,2006-02-19,20.5,15.1,84,3.1,0.0,5.26
G2F820,2006-02-20,24.0,13.5,79,2.3,0.0,13.42
G2F820,2006-02-21,27.1,15.6,82,1.9,0.0,12.42
G2F820,2006-02-22,30.0,17.9,76,3.2,0.0,13.68
G2F820,2006-02-23,23.6,16.1,74,3.6,0.0,10.20
G2F820,2006-02-24,23.4,16.1,78,3.6,0.0,11.13
G2F820,2006-02-25,25.5,16.1,79,2.2,0.0,12.00
G2F820,2006-02-26,23.8,16.0,81,3.3,11.5,9.31
G2F820,2006-02-27,22.9,16.3,75,2.9,0.0,9.37
G2F820,2006-02-28,20.4,13.9,85,3.2,5.0,3.68
G2F820,2006-03-01,14.1,10.7,84,4.6,7.5,1.41
G2F820,2006-03-02,16.4,10.5,69,2.3,0.0,4.82
G2F820,2006-03-03,22.6,12.4,71,1.8,0.0,13.33
G2F820,2006-03-04,25.9,11.5,73,2.3,0.0,13.59
G2F820,2006-03-05,25.3,15.5,79,2.0,0.0,10.12
G2F820,2006-03-06,28.0,16.0,73,2.3,0.0,11.67
G2F820,2006-03-07,27.5,17.8,80,1.9,0.0,7.46
G2F820,2006-03-08,26.3,18.5,83,2.1,0.0,8.33
G2F820,2006-03-09,28.2,18.5,79,2.5,1.0,8.49
G2F820,2006-03-10,27.0,18.0,71,2.2,0.0,10.11
G2F820,2006-03-11,28.7,15.9,68,2.1,0.0,15.43
G2F820,2006-03-12,26.7,14.4,68,4.6,0.0,11.38
G2F820,2006-03-13,14.8,10.8,82,3.6,0.5,0.92
G2F820,2006-03-14,21.3,11.4,75,2.6,0.5,11.26
G2F820,2006-03-15,25.3,13.8,75,2.4,0.0,11.71
G2F820,2006-03-16,28.4,18.6,72,2.8,0.0,13.97
G2F820,2006-03-17,29.5,20.3,73,1.5,0.0,10.82
G2F820,2006-03-18,32.2,20.7,73,2.5,0.0,14.21
G2F820,2006-03-19,28.2,18.9,68,2.7,0.0,13.25
G2F820,2006-03-20,22.9,17.8,79,1.7,5.5,2.33
G2F820,2006-03-21,24.4,19.0,85,2.4,0.0,5.63
G2F820,2006-03-22,29.5,19.6,79,2.7,5.0,13.65
G2F820,2006-03-23,27.7,17.7,86,2.4,4.0,8.36
G2F820,2006-03-24,19.9,15.6,91,3.0,16.0,2.97
G2F820,2006-03-25,25.7,16.5,88,2.5,4.5,8.39
G2F820,2006-03-26,21.3,16.5,90,2.4,30.5,3.28
G2F820,2006-03-27,19.7,16.5,94,1.9,22.0,1.17
G2F820,2006-03-28,27.0,15.5,71,1.9,0.5,11.78
G2F820,2006-03-29,26.1,14.8,73,2.0,0.0,14.90
G2F820,2006-03-30,27.2,14.0,71,2.0,0.0,15.22
G2F820,2006-03-31,27.3,16.4,70,2.2,0.0,10.68
G2F820,2006-04-01,29.9,17.1,72,1.8,0.0,12.82
G2F820,2006-04-02,30.4,21.6,78,2.5,0.0,11.45
G2F820,2006-04-03,29.4,22.4,83,1.6,0.0,8.37
G2F820,2006-04-04,32.7,22.1,74,3.6,0.0,13.99
G2F820,2006-04-05,31.5,22.5,77,3.4,1.0,13.74
G2F820,2006-04-06,28.8,21.1,81,2.6,0.0,8.87
G2F820,2006-04-07,29.1,19.7,71,1.9,0.0,14.70
G2F820,2006-04-08,26.2,21.7,78,1.9,0.0,4.84
G2F820,2006-04-09,31.2,20.7,77,1.8,0.0,11.11
G2F820,2006-04-10,28.5,22.2,81,3.9,58.0,3.34
G2F820,2006-04-11,31.6,23.5,79,3.7,16.0,14.42
G2F820,2006-04-12,31.6,24.0,73,4.0,0.0,16.30
G2F820,2006-04-13,25.6,18.8,87,2.2,8.5,1.86
G2F820,2006-04-14,21.8,18.3,89,1.6,6.0,3.06
G2F820,2006-04-15,20.1,16.5,93,1.9,32.5,1.01
G2F820,2006-04-16,19.2,16.2,87,1.7,2.5,2.90
G2F820,2006-04-17,22.9,18.2,84,2.5,0.0,3.61
G2F820,2006-04-18,29.0,17.6,80,2.1,0.0,14.09
G2F820,2006-04-19,30.3,18.5,76,2.4,0.0,16.81
G2F820,2006-04-20,29.2,20.6,78,1.8,0.0,12.66
G2F820,2006-04-21,29.4,21.4,76,2.2,0.0,14.25
G2F820,2006-04-22,31.7,22.9,75,3.0,0.0,15.33
G2F820,2006-04-23,31.5,23.3,78,2.5,0.0,13.49
G2F820,2006-04-24,29.5,22.5,83,2.0,2.5,9.76
G2F820,2006-04-25,28.5,22.3,83,1.6,0.0,7.46
G2F820,2006-04-26,26.6,22.3,85,2.2,16.0,2.82
G2F820,2006-04-27,28.7,21.2,88,1.7,4.5,6.65
G2F820,2006-04-28,24.5,19.5,92,2.0,10.0,4.70
G2F820,2006-04-29,24.8,20.2,91,1.6,14.0,3.41
G2F820,2006-04-30,28.8,21.0,83,2.3,7.5,7.12
G2F820,2006-05-01,31.8,23.8,77,4.0,0.0,14.46
G2F820,2006-05-02,27.2,20.9,87,3.0,39.0,4.52
G2F820,2006-05-03,29.4,22.8,83,2.0,0.0,7.68
G2F820,2006-05-04,28.9,22.7,85,1.9,1.5,8.69
G2F820,2006-05-05,31.7,20.8,77,2.1,0.0,16.73
G2F820,2006-05-06,31.9,24.3,79,2.9,0.0,7.02
G2F820,2006-05-07,31.4,23.4,76,3.1,0.0,10.94
G2F820,2006-05-08,31.8,21.8,79,2.1,0.0,16.03
G2F820,2006-05-09,31.9,23.2,76,2.5,0.0,15.93
G2F820,2006-05-10,32.3,23.7,75,2.6,0.0,18.06
G2F820,2006-05-11,31.4,23.3,78,2.9,0.0,17.59
G2F820,2006-05-12,32.0,22.3,83,2.2,0.0,16.59
G2F820,2006-05-13,31.7,22.1,78,3.5,0.0,14.70
G2F820,2006-05-14,29.4,21.4,68,4.0,0.0,16.24
G2F820,2006-05-15,29.2,21.1,77,2.8,0.0,10.41
G2F820,2006-05-16,29.6,22.5,83,2.4,4.0,9.78
G2F820,2006-05-17,26.2,22.8,93,1.4,27.5,3.54
G2F820,2006-05-18,29.0,22.8,80,5.4,5.0,9.03
G2F820,2006-05-19,30.2,22.7,75,2.9,0.0,14.65
G2F820,2006-05-20,31.9,23.0,75,2.6,0.0,16.16
G2F820,2006-05-21,32.0,22.1,79,1.7,0.0,12.72
G2F820,2006-05-22,31.3,23.3,83,2.0,16.5,10.69
G2F820,2006-05-23,31.1,23.6,85,2.4,16.0,11.57
G2F820,2006-05-24,31.3,23.9,83,1.7,0.5,12.11
G2F820,2006-05-25,31.0,24.3,83,2.3,0.0,12.63
G2F820,2006-05-26,32.3,24.2,76,3.6,0.0,15.19
G2F820,2006-05-27,30.6,24.6,80,3.2,0.0,9.11
G2F820,2006-05-28,26.1,21.0,89,2.4,42.5,3.04
G2F820,2006-05-29,24.1,19.4,95,2.0,36.0,2.90
G2F820,2006-05-30,25.6,19.8,94,1.7,15.5,4.17
G2F820,2006-05-31,30.5,22.4,90,2.4,33.5,6.72
G2F820,2006-06-01,31.6,23.2,82,4.0,14.5,11.09
G2F820,2006-06-02,25.2,23.2,95,2.4,150.5,1.27
G2F820,2006-06-03,29.8,22.6,92,2.6,52.0,5.84
G2F820,2006-06-04,29.5,23.5,83,3.1,0.5,5.70
G2F820,2006-06-05,30.5,24.3,76,3.8,2.0,7.91
G2F820,2006-06-06,29.2,24.8,80,4.5,3.5,4.71
G2F820,2006-06-07,30.5,25.0,81,4.5,3.0,6.44
G2F820,2006-06-08,28.4,24.7,88,5.6,29.5,3.63
G2F820,2006-06-09,27.0,23.0,94,4.7,214.0,0.76
G2F820,2006-06-10,24.1,19.5,96,3.3,115.5,1.41
G2F820,2006-06-11,29.4,21.3,91,1.9,9.0,7.95
G2F820,2006-06-12,26.6,22.9,94,1.9,7.5,4.30
G2F820,2006-06-13,29.1,23.2,86,2.1,24.5,4.59
G2F820,2006-06-14,32.6,23.2,77,3.4,0.0,12.59
G2F820,2006-06-15,32.8,24.5,78,3.8,0.0,10.25
G2F820,2006-06-16,32.6,24.0,75,3.1,0.0,12.25
G2F820,2006-06-17,33.5,24.3,74,3.3,0.0,16.90
G2F820,2006-06-18,32.8,25.6,77,2.7,0.0,12.09
G2F820,2006-06-19,32.7,23.1,84,2.3,36.0,8.77
G2F820,2006-06-20,32.3,22.4,83,2.1,4.0,16.84
G2F820,2006-06-21,33.2,22.6,76,1.9,0.0,16.02
G2F820,2006-06-22,33.1,24.5,79,2.2,0.5,14.07
G2F820,2006-06-23,34.2,23.9,75,2.7,0.0,17.34
G2F820,2006-06-24,32.9,26.5,77,2.8,0.0,12.58
G2F820,2006-06-25,34.1,26.0,80,2.9,3.0,15.87
G2F820,2006-06-26,34.7,24.6,77,2.7,0.0,17.19
G2F820,2006-06-27,34.8,23.5,80,2.7,28.5,16.00
G2F820,2006-06-28,34.2,23.8,75,2.6,0.0,14.63
G2F820,2006-06-29,34.7,25.0,74,2.0,0.0,15.39
G2F820,2006-06-30,35.0,25.2,75,2.6,0.0,15.37
G2F820,2006-07-01,34.8,26.3,77,2.7,0.0,14.62
G2F820,2006-07-02,35.1,26.2,76,2.6,0.0,17.29
G2F820,2006-07-03,35.5,27.5,73,3.4,0.0,16.47
G2F820,2006-07-04,35.0,26.1,71,3.6,0.0,16.49
G2F820,2006-07-05,35.0,26.1,71,3.9,0.0,16.12
G2F820,2006-07-06,35.2,26.7,71,3.9,0.0,14.67
G2F820,2006-07-07,34.9,27.2,73,3.5,0.0,13.19
G2F820,2006-07-08,31.7,26.5,83,3.0,5.0,7.52
G2F820,2006-07-09,29.3,24.9,93,3.4,141.5,2.08
G2F820,2006-07-10,34.3,25.2,78,3.2,0.5,13.85
G2F820,2006-07-11,34.3,24.8,81,2.6,1.5,14.17
G2F820,2006-07-12,33.8,25.9,78,3.8,0.0,10.98
G2F820,2006-07-13,31.4,26.1,84,6.8,37.0,6.66
G2F820,2006-07-14,27.0,24.6,90,7.2,111.0,2.17
G2F820,2006-07-15,30.6,23.8,86,5.0,47.5,4.20
G2F820,2006-07-16,30.2,24.6,82,3.0,0.0,8.29
G2F820,2006-07-17,34.0,23.8,79,2.9,4.5,14.90
G2F820,2006-07-18,33.6,24.1,77,2.8,0.0,17.41
G2F820,2006-07-19,33.7,23.3,76,2.6,0.0,18.73
G2F820,2006-07-20,34.0,25.0,78,2.7,0.0,17.42
G2F820,2006-07-21,33.7,27.2,81,2.5,0.0,15.56
G2F820,2006-07-22,33.2,26.5,81,2.2,0.0,14.82
G2F820,2006-07-23,33.8,27.1,78,2.6,0.0,15.60
G2F820,2006-07-24,33.3,27.6,78,2.4,0.0,11.98
G2F820,2006-07-25,30.1,25.8,85,3.5,7.5,3.33
G2F820,2006-07-26,31.0,24.5,84,2.2,3.5,8.20
G2F820,2006-07-27,32.7,24.9,85,2.0,4.5,12.19
G2F820,2006-07-28,33.8,24.2,82,2.5,5.0,17.90
G2F820,2006-07-29,33.0,23.6,81,2.1,0.0,18.19
G2F820,2006-07-30,34.6,25.2,76,2.3,0.0,16.64
G2F820,2006-07-31,34.2,26.1,77,2.6,0.0,14.65
G2F820,2006-08-01,33.4,25.8,80,2.3,0.5,16.03
G2F820,2006-08-02,36.7,23.9,79,3.4,14.0,15.99
G2F820,2006-08-03,32.6,24.0,82,2.3,5.0,11.90
G2F820,2006-08-04,31.9,23.8,79,3.0,0.0,9.99
G2F820,2006-08-05,32.8,23.6,79,2.4,0.0,16.24
G2F820,2006-08-06,32.8,24.6,79,2.3,0.0,12.95
G2F820,2006-08-07,32.5,25.0,81,3.1,0.5,13.13
G2F820,2006-08-08,34.5,24.9,77,2.4,64.5,15.35
G2F820,2006-08-09,31.0,25.8,86,1.6,3.5,8.35
G2F820,2006-08-10,31.2,25.9,86,2.5,4.5,8.41
G2F820,2006-08-11,32.7,25.0,79,3.0,0.0,11.17
G2F820,2006-08-12,33.1,25.1,81,2.5,0.0,14.85
G2F820,2006-08-13,33.9,27.1,80,2.6,0.0,13.69
G2F820,2006-08-14,32.1,26.3,81,2.2,0.0,10.71
G2F820,2006-08-15,33.0,24.9,79,2.2,0.0,14.64
G2F820,2006-08-16,33.3,25.7,79,2.5,0.0,15.58
G2F820,2006-08-17,33.8,25.9,78,3.2,0.0,16.21
G2F820,2006-08-18,32.1,24.2,87,2.4,15.0,7.34
G2F820,2006-08-19,32.1,23.5,83,2.2,0.0,15.49
G2F820,2006-08-20,32.0,24.9,79,2.6,0.0,13.33
